示范县,商品名称,链接,重量（斤）
,陕西泾阳普罗旺斯番茄,https://item.taobao.com/item.htm?spm=1206a.1.14.148.1af6611bsGSgQ4&id=670223935133&ns=1&abbucket=11#detail,5
,陕西泾阳普罗旺斯番茄,https://detail.tmall.com/item.htm?spm=1206a.1.14.58.1af6611bsGSgQ4&id=669070966148&ns=1&abbucket=11&skuId=4990698435398,5
,攀枝花普罗旺斯番茄,https://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.11.6c0c70a33iYmxs&id=662462585013&skuId=4953955883534&areaId=310100&user_id=4036936619&cat_id=2&is_b=1&rn=784925dd3f4eeec81ba534b3846648f1,5
,攀枝花普罗旺斯番茄,https://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.26.6c0c70a33iYmxs&id=671048126426&skuId=4829401517971&areaId=310100&user_id=2211377496386&cat_id=2&is_b=1&rn=784925dd3f4eeec81ba534b3846648f1,5
,攀枝花普罗旺斯番茄,https://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.66.6c0c70a33iYmxs&id=670612407280&skuId=4992598306094&areaId=310100&user_id=2207974172669&cat_id=2&is_b=1&rn=784925dd3f4eeec81ba534b3846648f1,5
,攀枝花普罗旺斯番茄,https://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.281.6c0c70a33iYmxs&id=670955095009&skuId=4994801050970&areaId=310100&user_id=3015214310&cat_id=2&is_b=1&rn=784925dd3f4eeec81ba534b3846648f1,5
,攀枝花普罗旺斯番茄,https://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.1.6c0c70a33iYmxs&id=670718037126&skuId=4829427869116&areaId=310100&user_id=2211377496386&cat_id=2&is_b=1&rn=784925dd3f4eeec81ba534b3846648f1,6
,新疆吐鲁番普罗旺斯番茄,https://item.taobao.com/item.htm?spm=a230r.1.14.16.4821793238NoxN&id=592732219405&ns=1&abbucket=19#detail,5
,新疆吐鲁番普罗旺斯番茄,https://item.taobao.com/item.htm?spm=a230r.1.14.22.4821793238NoxN&id=639901958515&ns=1&abbucket=19#detail,5
,新疆吐鲁番普罗旺斯番茄,https://detail.tmall.com/item.htm?spm=a230r.1.14.13.338e4e50ERIY6s&id=639097664901&ns=1&abbucket=19&skuId=4587656204586,5
,新疆吐鲁番普罗旺斯番茄,https://item.taobao.com/item.htm?spm=a230r.1.14.54.338e4e50ERIY6s&id=670280809094&ns=1&abbucket=19#detail,5
,新疆吐鲁番普罗旺斯番茄,https://detail.tmall.com/item.htm?spm=a230r.1.14.48.338e4e50ERIY6s&id=670708769998&ns=1&abbucket=19&skuId=4997955090089,5
,新疆吐鲁番普罗旺斯番茄,https://item.taobao.com/item.htm?spm=a230r.1.14.43.338e4e50ERIY6s&id=671292959929&ns=1&abbucket=19#detail,5
,新疆吐鲁番普罗旺斯番茄,https://detail.tmall.com/item.htm?spm=a230r.1.14.37.338e4e50ERIY6s&id=669449325876&ns=1&abbucket=19&skuId=4993370099500,5
,新疆吐鲁番普罗旺斯番茄,https://detail.tmall.com/item.htm?spm=a230r.1.14.31.338e4e50ERIY6s&id=639131212227&ns=1&abbucket=19&skuId=4592684105284,5
,新疆吐鲁番普罗旺斯番茄,https://item.taobao.com/item.htm?spm=a230r.1.14.25.338e4e50ERIY6s&id=668904244384&ns=1&abbucket=19#detail,5
,新疆吐鲁番普罗旺斯番茄,https://item.taobao.com/item.htm?spm=a230r.1.14.19.338e4e50ERIY6s&id=667336135150&ns=1&abbucket=19#detail,5
,新疆吐鲁番普罗旺斯番茄,https://item.jd.com/10044805070945.html#crumb-wrap,5
,新疆吐鲁番普罗旺斯番茄,https://item.jd.com/10037947725343.html,5
,新疆吐鲁番普罗旺斯番茄,https://item.jd.com/10030003508211.html,5
,新疆吐鲁番普罗旺斯番茄,https://item.jd.com/10045335912323.html#crumb-wrap,5
,山东普罗旺斯西红柿,https://item.taobao.com/item.htm?spm=a230r.1.14.22.5fed2756U8LN87&id=666937078363&ns=1&abbucket=10#detail,5
,山东普罗旺斯西红柿,https://detail.tmall.com/item.htm?spm=a230r.1.14.27.5fed2756U8LN87&id=587851556067&ns=1&abbucket=10&skuId=4826272920929,3
,山东普罗旺斯西红柿,https://detail.tmall.com/item.htm?spm=a230r.1.14.57.5fed2756U8LN87&id=632927666401&ns=1&abbucket=10&skuId=4834529564177,3
,山东普罗旺斯西红柿,https://item.taobao.com/item.htm?spm=a230r.1.14.87.5fed2756U8LN87&id=571257050209&ns=1&abbucket=10#detail,3
,山东普罗旺斯西红柿,https://detail.tmall.com/item.htm?spm=a230r.1.14.120.5fed2756U8LN87&id=669750822371&ns=1&abbucket=10,3
,山东普罗旺斯西红柿,https://item.taobao.com/item.htm?spm=a230r.1.14.212.5fed2756U8LN87&id=669856645652&ns=1&abbucket=10#detail,4.5
,山东普罗旺斯西红柿,https://item.jd.com/10044805116325.html#crumb-wrap,3
,山东普罗旺斯西红柿,https://detail.tmall.com/item.htm?spm=a230r.1.14.16.5fed2756U8LN87&id=586265186253&ns=1&abbucket=10,4.5
,山东普罗旺斯西红柿,https://detail.tmall.com/item.htm?spm=a230r.1.14.39.5fed2756U8LN87&id=638344970181&ns=1&abbucket=10,4.5
,山东普罗旺斯西红柿,https://item.jd.com/67001904318.html,4.5
,山东普罗旺斯西红柿,https://item.jd.com/10030967238851.html,5
江西上高,上高富硒大米,https://item.jd.com/10039352558199.html,10
江西上高,上高富硒大米,https://item.jd.com/10039353309283.html,10
江西上高,上高富硒大米,https://item.jd.com/28716983155.html,10
江西上高,上高富硒大米,https://item.jd.com/28717395062.html,5
江西丰城,乡意浓江西丰城大米,https://item.jd.com/49081585981.html,10
江西丰城,乡意浓江西丰城大米,https://item.jd.com/10044317324657.html#crumb-wrap,10
江西丰城,乡意浓江西丰城大米,https://item.jd.com/10037164141764.html#crumb-wrap,10
江西丰城,乡意浓江西丰城大米,https://item.jd.com/10034361013720.html#crumb-wrap,10
江西丰城,乡意浓江西丰城大米,https://item.jd.com/10044317324657.html#crumb-wrap,10
江西丰城,乡意浓江西丰城大米,https://item.jd.com/10036696458146.html#crumb-wrap,10
江西丰城,乡意浓江西丰城大米,https://item.jd.com/10045021323895.html#crumb-wrap,10
江西丰城,乡意浓江西丰城大米,https://item.jd.com/10046944465208.html#crumb-wrap,10
江西丰城,乡意浓江西丰城大米,https://item.jd.com/10047803706758.html#crumb-wrap,10
江西丰城,乡意浓江西丰城大米,https://item.jd.com/10046084901507.html#crumb-wrap,10
江西丰城,乡意浓江西丰城大米,https://detail.tmall.com/item.htm?spm=a230r.1.14.3.1e075b2dQk1t0u&id=535959600243&ns=1&abbucket=18,10
江西丰城,乡意浓江西丰城大米,https://item.taobao.com/item.htm?spm=a230r.1.14.9.1e075b2dQk1t0u&id=640351373414&ns=1&abbucket=18#detail,10
江西丰城,乡意浓江西丰城大米,https://item.taobao.com/item.htm?spm=a230r.1.14.24.1e075b2dQk1t0u&id=603259427270&ns=1&abbucket=18#detail,10
江西丰城,乡意浓江西丰城大米,https://item.taobao.com/item.htm?spm=a230r.1.14.29.1e075b2dQk1t0u&id=669579629141&ns=1&abbucket=18#detail,10
江西丰城,乡意浓江西丰城大米,https://item.taobao.com/item.htm?spm=a230r.1.14.44.1e075b2dQk1t0u&id=618880395811&ns=1&abbucket=18#detail,10
,东北富硒大米,https://item.jd.com/11166801840.html,10
,东北富硒大米,https://item.jd.com/10037177088077.html#crumb-wrap,10
,东北富硒大米,https://item.jd.com/100030033024.html,10
,东北富硒大米,https://item.jd.com/100009086639.html,10
,东北富硒大米,https://item.jd.com/100033507356.html,10
,东北富硒大米,https://item.jd.com/10032830037534.html,10
,东北富硒大米,https://item.jd.com/100017919535.html,10
,东北富硒大米,https://item.jd.com/100016451321.html,10
,广西富硒大米,https://item.taobao.com/item.htm?spm=a230r.1.14.51.6a0a962bi6i9xw&id=640538441880&ns=1&abbucket=8#detail,10
,广西富硒大米,https://item.jd.com/72011710136.html,10
,广西富硒大米,https://item.jd.com/68503011082.html,10
,广西富硒大米,https://item.taobao.com/item.htm?spm=a230r.1.14.82.6a0a962bi6i9xw&id=582853819148&ns=1&abbucket=8#detail,5
,广西富硒大米,https://item.taobao.com/item.htm?spm=a230r.1.14.72.6a0a962bi6i9xw&id=600120614519&ns=1&abbucket=8#detail,5
,广西富硒大米,https://item.taobao.com/item.htm?spm=a230r.1.14.77.6a0a962bi6i9xw&id=670436402279&ns=1&abbucket=8#detail,5
,广西富硒大米,https://detail.tmall.com/item.htm?spm=a230r.1.14.61.6a0a962bi6i9xw&id=617103846695&ns=1&abbucket=8,5
,广西富硒大米,https://detail.tmall.com/item.htm?spm=a230r.1.14.40.6a0a962bi6i9xw&id=582533937412&ns=1&abbucket=8,5
,广西富硒大米,https://item.jd.com/72011710137.html,5
,恩施富硒大米,https://item.jd.com/10042051008311.html,10
,恩施富硒大米,https://item.jd.com/10041975779940.html#crumb-wrap,10
,恩施富硒大米,https://item.jd.com/10042051008311.html#crumb-wrap,10
,恩施富硒大米,https://item.jd.com/10046461786128.html,10
,恩施富硒大米,https://item.jd.com/10031059017167.html,10
,恩施富硒大米,https://item.jd.com/10048495349591.html,10
,恩施富硒大米,https://item.jd.com/10047803212254.html,10
,恩施富硒大米,https://item.taobao.com/item.htm?spm=a230r.1.14.31.696a52c3DaljI5&id=575409668997&ns=1&abbucket=8#detail,10
,恩施富硒大米,https://item.taobao.com/item.htm?spm=a230r.1.14.41.696a52c3DaljI5&id=638986592778&ns=1&abbucket=8#detail,10
,恩施富硒大米,https://item.taobao.com/item.htm?spm=a230r.1.14.46.696a52c3DaljI5&id=662098801323&ns=1&abbucket=8#detail,10
,恩施富硒大米,https://detail.tmall.com/item.htm?spm=a230r.1.14.51.696a52c3DaljI5&id=630411094448&ns=1&abbucket=8,10
,恩施富硒大米,https://item.jd.com/10046246180785.html,5
,恩施富硒大米,https://item.jd.com/10047864511075.html,5
,恩施富硒大米,https://detail.tmall.com/item.htm?spm=a230r.1.14.25.696a52c3DaljI5&id=659551637134&ns=1&abbucket=8,5
,恩施富硒大米,https://item.taobao.com/item.htm?spm=a230r.1.14.63.696a52c3DaljI5&id=659630523429&ns=1&abbucket=8#detail,5
江西井冈山,吉田井冈山1号香粘大米,https://item.jd.com/100021259386.html#crumb-wrap,10
江西井冈山,吉田井冈山2号香粘大米,https://item.jd.com/10028218235444.html,10
江西井冈山,吉田井冈山3号香粘大米,https://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.6.19724af0RpMOsp&id=635788139454&areaId=310100&user_id=2209983333275&cat_id=2&is_b=1&rn=e8e37aa984003d8047c3903d99830495,10
江西井冈山,吉田井冈山4号香粘大米,https://item.jd.com/10038025147942.html,10
江西井冈山,吉田井冈山5号香粘大米,https://item.jd.com/10031301374626.html,10
江西井冈山,吉田井冈山6号香粘大米,https://detail.tmall.com/item.htm?spm=a230r.1.14.30.47e435d4hB53zD&id=661806674179&ns=1&abbucket=13,10
江西奉新,奉新大米,https://item.jd.com/10047743913571.html,10
江西奉新,奉新大米,https://item.jd.com/10038022469585.html,10
江西奉新,奉新大米,https://detail.tmall.com/item.htm?spm=a230r.1.14.16.25333797FZSHM9&id=610942185103&ns=1&abbucket=5,10
江西奉新,奉新大米,https://item.jd.com/10034532163203.html,10
江西奉新,奉新大米,https://item.jd.com/10047730856728.html,10
江西奉新,奉新大米,https://item.jd.com/10046410303623.html,10
江西奉新,奉新大米,https://item.jd.com/10047352953918.html,10
江西万年,千岁好有机山茶油,https://item.jd.com/3205384.html,3
江西万年,千岁好有机山茶油,https://item.taobao.com/item.htm?spm=a230r.1.14.97.3aa61419IfRhiH&id=616458520955&ns=1&abbucket=14#detail,3
江西万年,千岁好有机山茶油,https://item.jd.com/56767643150.html,2
江西万年,千岁好有机山茶油,https://chaoshi.detail.tmall.com/item.htm?spm=a230r.1.14.7.3aa61419IfRhiH&id=602513103861&ns=1&abbucket=14,2
江西万年,千岁好有机山茶油,https://detail.tmall.com/item.htm?spm=a230r.1.14.19.3aa61419IfRhiH&id=603887360511&ns=1&abbucket=14,2
江西万年,千岁好有机山茶油,https://detail.tmall.com/item.htm?spm=a230r.1.14.25.3aa61419IfRhiH&id=618684965038&ns=1&abbucket=14,2
江西万年,千岁好有机山茶油,https://item.jd.com/10045117777855.html,2
江西万年,千岁好有机山茶油,https://item.taobao.com/item.htm?spm=a230r.1.14.149.3aa61419IfRhiH&id=660272779198&ns=1&abbucket=14#detail,2
,江西宜春润心山茶油 ,https://item.jd.com/3206436.html,2
,江西宜春润心山茶油 ,https://item.jd.com/69094217121.html,2
,江西宜春润心山茶油 ,https://item.jd.com/10020086522864.html,2
,江西宜春润心山茶油 ,https://item.jd.com/21462540559.html,2
,江西宜春润心山茶油 ,https://item.jd.com/10038619037761.html,2
,江西宜春润心山茶油 ,https://item.jd.com/10047497457606.html,2
,江西宜春润心山茶油 ,https://item.jd.com/10043328611919.html,2
,江西宜春润心山茶油 ,https://item.jd.com/10044164038682.html,2
,江西宜春润心山茶油 ,https://item.jd.com/10044880282203.html,2
,广西河池市巴马巴马山茶油,https://item.jd.com/100000317287.html#crumb-wrap,2
,广西河池市巴马巴马山茶油,https://item.taobao.com/item.htm?spm=a230r.1.14.66.4a661d31yGna26&id=663750700578&ns=1&abbucket=14#detail,2
,广西河池市巴马巴马山茶油,https://item.taobao.com/item.htm?spm=a230r.1.14.126.4a661d31yGna26&id=664290705251&ns=1&abbucket=14#detail,2
,广西河池市巴马巴马山茶油,https://item.taobao.com/item.htm?spm=a230r.1.14.168.4a661d31yGna26&id=665326754151&ns=1&abbucket=14#detail,2
,广西河池市巴马巴马山茶油,https://item.taobao.com/item.htm?spm=a230r.1.14.195.4a661d31yGna26&id=663340260061&ns=1&abbucket=14#detail,2
,湖南大三湘山茶油,https://detail.tmall.com/item.htm?spm=a230r.1.14.13.37a46e0bWwFKjp&id=611178490337&ns=1&abbucket=14,1
,湖南大三湘山茶油,https://item.taobao.com/item.htm?spm=a230r.1.14.32.37a46e0bWwFKjp&id=615319301651&ns=1&abbucket=14#detail,1
,湖南大三湘山茶油,https://item.taobao.com/item.htm?spm=a230r.1.14.42.37a46e0bWwFKjp&id=663876532775&ns=1&abbucket=14#detail,1
,湖南大三湘山茶油,https://detail.tmall.com/item.htm?spm=a230r.1.14.155.37a46e0bWwFKjp&id=666875531264&ns=1&abbucket=14,1
,湖南大三湘山茶油,https://item.jd.com/65353758493.html,1
,江西赣之村秋味坊山茶油,https://item.jd.com/10849908319.html,2
,江西赣之村秋味坊山茶油,https://item.jd.com/10036078961038.html,2
,江西赣之村秋味坊山茶油,https://item.jd.com/10037035298096.html,2
,江西赣之村秋味坊山茶油,https://detail.tmall.com/item.htm?spm=a230r.1.14.18.2974773ew3AYWW&id=665923710787&ns=1&abbucket=14&skuId=4794725860164,2
,江西赣之村秋味坊山茶油,https://item.taobao.com/item.htm?spm=a230r.1.14.60.339f3364NyZGlJ&id=671751822629&ns=1&abbucket=5#detail,2
,江西赣之村秋味坊山茶油,https://item.taobao.com/item.htm?spm=a230r.1.14.28.339f3364NyZGlJ&id=665775516911&ns=1&abbucket=5#detail,2.5
,江西赣之村秋味坊山茶油,https://detail.tmall.com/item.htm?spm=a230r.1.14.64.2d521db00rnn3W&id=595041262929&ns=1&abbucket=5,5
,南昌赣江野山茶油,https://item.jd.com/1030004082.html,5
,南昌赣江野山茶油,https://item.jd.com/16926865708.html,5
,南昌赣江野山茶油,https://detail.tmall.com/item.htm?spm=a230r.1.14.3.24457befAEevfH&id=12963088137&ns=1&abbucket=4,5
,南昌赣江野山茶油,https://detail.tmall.com/item.htm?spm=a230r.1.14.15.24457befAEevfH&id=595041262929&ns=1&abbucket=4,5
,南昌赣江野山茶油,https://chaoshi.detail.tmall.com/item.htm?spm=a230r.1.14.63.24457befAEevfH&id=642225833781&ns=1&abbucket=4,5
,南昌赣江野山茶油,https://item.taobao.com/item.htm?spm=a230r.1.14.117.24457befAEevfH&id=666009364693&ns=1&abbucket=4#detail,5
,南昌赣江野山茶油,https://detail.tmall.com/item.htm?spm=a230r.1.14.185.24457befAEevfH&id=570100971835&ns=1&abbucket=4,5
江西奉新,江西奉新猕猴桃,https://item.taobao.com/item.htm?spm=a1z10.1-c.w4004-14713413554.8.70b05c0c4eXbjV&id=653649175785,5
江西奉新,江西奉新猕猴桃,https://item.taobao.com/item.htm?spm=2636k.1.14.36.6b01468cb6pTP2&id=671338542980&ns=1&abbucket=11#detail,5
江西奉新,江西奉新猕猴桃,https://item.taobao.com/item.htm?spm=2636k.1.14.41.6b01468cb6pTP2&id=670694736485&ns=1&abbucket=11#detail,5
江西奉新,江西奉新猕猴桃,https://item.taobao.com/item.htm?spm=2636k.1.14.46.6b01468cb6pTP2&id=671788483314&ns=1&abbucket=11#detail,5
,四川黄心猕猴桃,https://detail.tmall.com/item.htm?spm=a230r.1.14.16.6c6d22f4xL0EeM&id=651615457356&ns=1&abbucket=2&skuId=4889850142644,5
,四川黄心猕猴桃,https://detail.tmall.com/item.htm?spm=a230r.1.14.22.6c6d22f4xL0EeM&id=649161358077&ns=1&abbucket=2&skuId=4992071942881,5
,四川黄心猕猴桃,https://detail.tmall.com/item.htm?spm=a230r.1.14.40.6c6d22f4xL0EeM&id=656546794486&ns=1&abbucket=2&skuId=5007964402956,5
,贵州修文猕猴桃,https://item.taobao.com/item.htm?spm=a230r.1.14.151.6c6d22f4xL0EeM&id=654694487780&ns=1&abbucket=2#detail,5
,贵州修文猕猴桃,https://item.taobao.com/item.htm?spm=a230r.1.14.42.295920360OKtjy&id=661213290384&ns=1&abbucket=20#detail,5
,贵州修文猕猴桃,https://item.taobao.com/item.htm?spm=a230r.1.14.47.295920360OKtjy&id=663834616060&ns=1&abbucket=20#detail,5
,贵州修文猕猴桃,https://item.taobao.com/item.htm?spm=a230r.1.14.52.295920360OKtjy&id=669813966259&ns=1&abbucket=20#detail,5
,四川蒲江红心猕猴桃,https://item.taobao.com/item.htm?spm=a230r.1.14.11.13da4c29p6hG7r&id=597348010299&ns=1&abbucket=17#detail,5
,四川蒲江红心猕猴桃,https://detail.tmall.com/item.htm?spm=a230r.1.14.22.13da4c29p6hG7r&id=650289298377&ns=1&abbucket=17&skuId=4860966203691,5
,四川蒲江红心猕猴桃,https://item.taobao.com/item.htm?spm=a230r.1.14.85.13da4c29p6hG7r&id=656539930517&ns=1&abbucket=17#detail,5
,四川蒲江红心猕猴桃,https://item.taobao.com/item.htm?spm=a230r.1.14.63.13da4c29p6hG7r&id=574330410070&ns=1&abbucket=17#detail,5
,四川蒲江红心猕猴桃,https://item.taobao.com/item.htm?spm=a230r.1.14.106.13da4c29p6hG7r&id=659531854917&ns=1&abbucket=17#detail,5
,四川蒲江红心猕猴桃,https://item.jd.com/10020060299343.html#crumb-wrap,5
,四川蒲江红心猕猴桃,https://item.jd.com/10036195084797.html#crumb-wrap,5
,四川蒲江红心猕猴桃,https://item.jd.com/10033414874479.html,5
,四川蒲江红心猕猴桃,https://item.jd.com/10043621755495.html#crumb-wrap,3.6
,四川蒲江红心猕猴桃,https://item.jd.com/10040452247799.html#crumb-wrap,6
,陕西徐香猕猴桃,https://detail.tmall.com/item.htm?spm=3570q.1.14.96.515618a92XCChq&id=626358835541&ns=1&abbucket=11&skuId=4819999081327,5
,陕西徐香猕猴桃,https://detail.tmall.com/item.htm?spm=1333q.1.14.16.34b145a2w201fs&id=662089413083&ns=1&abbucket=11&skuId=4946308682415,5
,陕西徐香猕猴桃,https://detail.tmall.com/item.htm?spm=3570q.1.14.96.515618a92XCChq&id=626358835541&ns=1&abbucket=11&skuId=4819999081329,5
,陕西徐香猕猴桃,https://item.jd.com/32069534899.html,5
,陕西徐香猕猴桃,https://item.jd.com/10038146546449.html#crumb-wrap,5
,陕西徐香猕猴桃,https://item.jd.com/10049568762515.html#crumb-wrap,5
,陕西徐香猕猴桃,https://item.jd.com/10038597040776.html#none,5
,陕西徐香猕猴桃,https://item.jd.com/10044056181783.html#crumb-wrap,5
江西井冈山,江西井冈山蜜柚,https://item.taobao.com/item.htm?spm=a230r.1.14.16.794747f208QxZm&id=665381781073&ns=1&abbucket=3#detail,5
江西井冈山,江西井冈山蜜柚,https://detail.tmall.com/item.htm?spm=a230r.1.14.52.794747f208QxZm&id=665711070735&ns=1&abbucket=3&skuId=4793254908585,5
江西井冈山,江西井冈山蜜柚,https://item.taobao.com/item.htm?spm=a230r.1.14.90.794747f208QxZm&id=656319006128&ns=1&abbucket=3#detail,5
,福建漳州红心蜜柚,https://item.taobao.com/item.htm?spm=a230r.1.14.54.6c2f3f99JAaqTt&id=636134045026&ns=1&abbucket=19#detail,10
,福建漳州红心蜜柚,https://item.taobao.com/item.htm?spm=a230r.1.14.49.6c2f3f99JAaqTt&id=665505845474&ns=1&abbucket=19#detail,9
